Guid	Path	Original	PL	EN	RU
10660be7-4ee2-4fd5-9221-afc787b0587e			W tej animacji kolor też zależy od wielkości obiektu.	In this animation the color also depends on the size of the object.	В этой анимации цвет также зависит от размера объекта.
1bf7f8c8-390c-443a-b21d-198166c4eec3			Ryby płynące od środka na zewnątrz.	Fish flowing from the inside out.	Рыба течет изнутри наружу.
d9b759d9-a686-44ca-a1b9-4d7e8a96177d			Tym razem rybki po oddaleniu się o pewną odległość od środka planszy zawracają.	This time, after moving away a certain distance from the center of the board, the fish turn back.	На этот раз, отойдя на определенное расстояние от центра доски, рыба повернет назад.
36f882db-843a-46d4-9b31-85dcaa683445			Obiekty oddalają się od środka i do niego wracają. Używamy do tego sinusoidy.	The objects move away from the center and return to it. We use a sine wave for this.	Объекты удаляются от центра и возвращаются к нему. Мы используем синусоидальную волну для этого.
9257be46-8a04-433b-8f35-f1834dd7bcd1			Wąż, który śledzi mysz, zmienia kolor oraz wielkość.	The snake that tracks the mouse changes color and size.	Змея, которая отслеживает мышь, меняет цвет и размер.
12c009a1-634c-45d4-b59f-0b46f7141de9			Przećwicz swoją nowo zdobytą wiedzę.	Practice your newly acquired knowledge.	Практикуйте свои недавно полученные знания.
e2a7062a-90d1-454a-b152-982c0eedf52a			Przećwicz swoją nowo zdobytą wiedzę.	Practice your newly acquired knowledge.	Практикуйте свои недавно полученные знания.
f14f5beb-18cd-4d1d-b467-709fd35dd02c			Przećwicz swoją nowo zdobytą wiedzę.	Practice your newly acquired knowledge.	Практикуйте свои недавно полученные знания.
e56cadce-389c-4656-a311-026d90d9fd0d			Stwórzmy klasę $Rabbit$ i zmieńmy jej rozmiar na $20$ jednostek w metodzie $__init__$. Dodajmy obiekt tej klasy do planszy.	Let's create the $ Rabbit class and change its size to $ 20 $ units using $ __ init __ $ method. Let's add an object of this class to the board.	Давайте создадим класс $ Rabbit $ и изменим его размер на $ 20 $ в методе $ __ init __ $. Давайте добавим объект этого класса на доску.
2e3cfb4b-25fd-4c9f-919d-d01e3373f00c			Zmieńmy domyślny kolor obiektów klasy $Rabbit$ na biały. Sprawmy, aby kolor tła planszy był losowy.	Let's change the default color of $ Rabbit $ objects to white. Let's make the background color of the board random.	Давайте изменим цвет по умолчанию для объектов $ Rabbit $ на белый. Давайте сделаем цвет фона доски случайным.
559f63b2-58d6-4ae4-ba1d-8974fcaf398b			Aby nasz królik poruszał się za myszą, w metodzie $update$ do pola $self.position$ należy przypisać pozycję myszy, czyli $game.mouse.position$. Nie zapomnijmy o metodzie $game.start()$, bez której gra się nie rozpocznie i nasz królik nie będzie się przemieszczał.	In order to force our rabbit to move after the cursor, we have to assign cursor’s position (which is $game.mouse.position$) to field $self.position$ in the $ update $ method. Let's not forget about the $ game.start () $ method, without it the game will not start and our rabbit will not move.	Чтобы наш кролик мог двигаться за мышью, в методе $ update $ позиция мыши должна быть назначена полю $ self.position $, т.е. $ game.mouse.position $. Давайте не будем забывать о методе $ game.start () $, без которого игра не запустится и наш кролик не будет двигаться.
439d708d-4764-4cb7-9f63-3c9440e68b52			Dopiszmy klasę $Carrot$. Domyślnie dajmy jej wygląd marchewki i losową pozycję na planszy.	Let's add the class $ Carrot $. By default, let's give it a carrot’s appearance and a random position on the board.	Давайте добавим класс $ Carrot $. По умолчанию давайте дадим ей вид моркови и случайное положение на доске.
c2964ce6-2f1d-46b3-87a3-b812b4747046			Dodajmy do planszy $4$ obiekty typu $Carrot$.	Let's add $ 4 $ objects like $ Carrot $ to the board.	Давайте добавим $ 4 $ объектов, таких как $ Carrot $ на доску.
c424a7f9-21d2-4d37-9208-392c3de1e7cc			Do klasy $Carrot$ dodajmy $collider$ z królikiem. Aby sprawić wrażenie, że królik zjada marchewkę zmieńmy jej pozycję. Zmieńmy również kolor tła dla dodatkowego efektu.	Add $ collider $ with rabbit to the $ Carrot $ class. To make an impression that the rabbit is eating the carrot, let's change its position. Let's also change the background color for an additional effect.	Давайте добавим $ collider $ с кроликом в класс $ Carrot $. Чтобы создать впечатление, что кролик ест морковь, давайте изменим его положение. Давайте также изменим цвет фона для дополнительного эффекта.
34ddce57-181d-423c-8f4b-1c642157a188			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
46524fab-db4c-4e9c-b20b-d0a6181a5f91			W tym przykładzie poruszamy królikiem za pomocą strzałek.	In this example, we move the rabbit with the arrows.	В этом примере мы перемещаем кролика со стрелками.
9f696a8a-360b-40b1-b6ba-d307466a95bd			W tym przykładzie marchewki znikają z planszy na dobre.	In this example, the carrots disappear from the board for good.	В этом примере морковь исчезнет с доски навсегда.
baaf426c-6609-4e45-a6c1-836af854a3a7			Tym razem po zjedzeniu $10$ marchewek gra się zatrzyma.	This time after eating $ 10 $ carrots the game will stop.	На этот раз, после того, как вы съели $ 10 $ моркови, игра остановится.
bf72670e-c814-4b16-b9de-8632cb262f3e			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
04c10bb9-f115-4abe-9367-43c4ced848b4			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
e68e5160-cff1-48e4-b5d1-79fe146c2032			Witaj w kursie tworzenia gry, w której gracz będzie zbierał spadające monety. Stwórzmy klasę $Player$, której damy metody i pola, które posiada $Sprite$. Następnie stwórzmy obiekt tej klasy, który nazwiemy $player$. Dodajmy ten obiekt do planszy i rozpocznijmy grę.	Welcome to the game creation course in which the player will collect falling coins. Let's create a class $ Player $, with $ Sprite $ methods and fields assigned. Next, let's create an object of this class, which we will call $ player $. Let's add this object to the board and start the game.	Добро пожаловать в курс создания игры, в котором игрок будет собирать падающие монеты. Давайте создадим класс $ Player $, который будет предоставлять методы и поля, которые имеет $ Sprite $. Далее, давайте создадим объект этого класса, который мы будем называть $ player $. Давайте добавим этот объект на доску и начнем игру.
f9b4cfa0-0aef-41da-b6ea-0598664df1b1			Metoda $__init__$ wykonuje się w trakcie tworzenia obiektu. Możemy w niej dodawać pola oraz zmieniać pola, które obiekt posiada od $Sprite$. $self$ przy każdym polu oznacza, że obiekt odwołuje się do samego siebie.	The $__init__ $ method is executed while creating the object. Using it we can add fields and change fields that object has inherited from $ Sprite $. $ Self $ for each field means that the object refers to itself.	Метод $ __ init __ $ выполняется при создании объекта. Мы можем добавлять поля и изменять поля, которые объект имеет от $ Sprite $. $ self $ рядом с каждым полем означает, что объект ссылается на себя.
207ceedb-bde9-406a-a5a9-5802dbb9b373			Metoda $update$ wykonuje się na okrągło podczas trwania gry. W instrukcjach $if$, metodą $game.key()$ sprawdzamy, czy została naciśnięta strzałka w prawo lub w lewo.	The $ update $ method is executed over and over during the game. In the $ if $ instructions, the $ game.key () $ method checks if the right or left arrow has been pressed.	Метод $ update $ выполняется снова и снова во время игры. В инструкциях $ if $ метод $ game.key () $ проверяет, нажата ли стрелка вправо или влево.
d174be81-7282-425b-82dc-d68ef7cf4609			Pole $flip$ przyjmuje wartości $True$ lub $False$. Dzięki niemu możemy obrócić obrazek. Wtedy nasza postać będzie wyglądała lepiej podczas poruszania się.	The $ flip $ field accepts $ True $ or $ False $. Thanks to it we can rotate the picture. Then our character will look more accurate when moving.	Поле $ flip $ принимает $ True $ или $ False $. Благодаря этому мы можем вращать картинку. Тогда наш персонаж будет выглядеть лучше при движении.
ff8b093a-dcde-4dd6-ac10-db4c894ab52d			Stwórzmy nową klasę i nazwijmy ją $Coin$. W metodzie $__init__$	Let's create a new class and call it $ Coin $. In the $ __init__ $ method	Давайте создадим новый класс и назовем его $ Coin $. В методе $ __ init __ $
cccc1d53-018d-47c5-96c0-a6e0404ff061			Sprawmy, aby moneta spadała. Do klasy $Coin$ dodajmy metodę $update$, w której będziemy zmieniać pozycję obiektu.	Let's make the coin fall. Add to the $ Coin $ class an $ update $ method, in which we will change the position of the object.	Давайте заставим монету упасть. Добавьте к классу $ Coin $ метод $ update $, в котором мы будем изменять положение объекта.
35baf605-3f3e-4731-b615-6f4d0cb29e97			Do klasy $Coin$ dodajmy $collider$ z graczem. Kiedy moneta dotknie gracza, zniknie.	Add to the $ Coin $ class $ collider $ with the player. When the coin touches the player, it will disappear.	Добавьте к классу $Coin$ $collider$ с игроком. Когда монета коснется игрока, она исчезнет.
f207a1f5-257e-4831-aaac-bc37f540d8f8			Jeśli moneta spadnie na sam dół planszy zatrzymajmy grę. Użyjemy do tego funkcji $game.stop()$.	If the coin falls on the bottom of the board the games stops. We will use the $ game.stop () $ function for this.	Если монета падает на дно доски, остановите игру. Для этого мы будем использовать функцию $ game.stop () $.
18a31656-d2c4-4493-8927-dd9275078ad2			Do klasy $Player$ dodajmy dwa dodatkowe pola, które będą potrzebne do cyklicznego dodawania monet do naszej gry.	Add to the $ Player $ class two additional fields that will be needed to add coins to our game periodically.	Добавьте к классу $ Player $ два дополнительных поля, которые будут необходимы для периодического добавления монет в нашу игру.
49f13f73-f486-40c2-aaab-dda8b5a90848			W metodzie $update$ klasy $Player$ zacznijmy zwiększać wartość $spawn_counter$. Sprawdzajmy też czy to pole jest większe, bądź równe polu $spawn_time$. Jeśli jest to prawda, dodajmy obiekt klasy $Coin$ do gry. Nie zapomnijmy, aby wyzerować $spawn_counter$.	In the $ update $ method of the $ Player $ class, let's start increasing the value of $ spawn_counter $. Let's also check if this field is larger or equal to $ spawn_time $. If this is true, add a $ Coin $ object to the game. Don't forget to reset $ spawn_counter $.	В методе $ update $ класса $ Player $ давайте начнем увеличивать значение $ spawn_counter $. Давайте также проверим, больше ли это поле или равно $ spawn_time $. Если это правда, давайте добавим объект $ Coin $ в игру. Не забудьте сбросить $ spawn_counter $.
2d22d10e-d04e-4cf0-8d03-516476bc6082			Zmieńmy pozycję monet tak, aby pojawiały się w losowym miejscu u samej góry planszy.	Let's change the position of the coins so that they appear in a random place at the very top of the board.	Давайте изменим положение монет так, чтобы они появлялись в произвольном месте в самой верхней части доски.
af386dce-a2bd-4278-bd77-25851c2d7aad			Aby gra miała koniec, zatrzymajmy ją, gdy moneta spadnie na sam dół planszy. Posłuży nam do tego metoda $game.stop()$.	For the game to end, let's stop it when the coin falls on the bottom of the board. We'll use the $ game.stop () $ method.	Чтобы игра закончилась, давайте остановим ее, когда монета упадет на дно доски. Мы будем использовать метод $ game.stop () $.
5790e4b9-0a2c-42bc-a8ec-e5744dcf67de			Zacznijmy zmniejszać pole $spawn_time$ po każdym zebraniu monety, aby gra z czasem stawała się trudniejsza.	Let's start reducing the $ spawn_time $ field each time you collect a coin to make the game harder over time.	Давайте начнем уменьшать поле $ spawn_time $ каждый раз, когда вы собираете монету, чтобы усложнить игру со временем.
48110f7d-ad67-44e7-a059-561e373297dd			Dodajmy licznik zebranych monet, wiadomość, która nam wypisze tą liczbę na koniec oraz zmieńmy kolor tła. Nasza gra jest już gotowa.	Let's add the counter of collected coins, and a message that will display this number at the end and change the background color. Our game is ready.	Давайте добавим счетчик собранных монет и сообщение, которое будет отображать это число в конце и менять цвет фона. Наша игра готова.
9e5eccab-ac98-4b07-bab9-5c2c3f6940b3			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
4a76d004-a287-440c-a5ee-6da1548aeae7			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
078458af-a7f3-44a9-ad29-812b87245538			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
25fbbc1f-2ab3-41c3-8daf-860490d33b59			Skończona gra.	The game is finished.	Игра окончена.
164ff949-0d5e-44f8-a637-e864b5529190			Stwórzy dwie klasy. Obiekt klasy $Player$ będzie naszym celownikiem i będzie śledził mysz. Obiekty klasy $Ball$ będą naszymi celami.	Create two classes. An object of the $ Player $ class will be our viewfinder and will track the cursor. Objects of the $ Ball $ class will be our targets.	Создайте два класса. Объект класса $ Player $ будет нашим видоискателем и будет отслеживать курсор. Объекты класса $ Ball $ будут нашими мишенями.
e5a082be-691a-4cf6-997d-f3f067b30792			W metodzie $update$ klasy $Ball$ dodajmy instrukcję $if$ z metodą $collide()$, sprawdzającą kolizję z obiektem $player$. Przy jednoczesnej kolizji i naciśnięciu przycisku myszy, obiekt zniknie, a program doda nowy obiekt klasy $Ball$ do planszy.	Add $if$ statement and $collide()$ method inside the $ update $ method of the $ Ball $ class. It will check collisions of ball and a $player$ object. Whenever collision and mouse button click happen at the same time, ball will disappear and program will add another object of $ball$ class.	Добавьте оператор $ if $ и метод $ collide () $ в метод $ update $ класса $ Ball $. Он будет проверять столкновения мяча и объекта $player$. Всякий раз, когда столкновение и щелчок кнопки мыши происходят одновременно, шарик исчезнет, и программа добавит другой объект класса $ball$.
2d15aa2e-788e-4b15-b424-a6c3c573b619			Dodajmy $4$ cele do gry i sprawmy, aby zwiększały się w czasie. Nasza gra jest już gotowa.	Let's add $ 4 $ different targets and let them increase over time. Our game is ready.	Давайте добавим $ 4 $ различных мишеней, и пусть они увеличиваются с течением времени. Наша игра готова.
6cf1ed27-7e47-4fcd-a134-79ad8813d841			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
afa78b4a-399c-4960-b49b-b1ebce1a1abd			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
6b80b9a9-bee8-4e2c-9e2f-3a2bef89c4a5			Stwórzmy klasy $Player$ i $Drone$.	Let's create the $ Player $ and $ Drone $ classes.	Давайте создадим классы $ Player $ и $ Drone $.
c4708311-b451-4fce-a098-99dc2d241ede			Niech obiekt klasy $Player$ śledzi mysz, a drony niech latają od prawej do lewej krawędzi planszy.	Let the $ Player $ object track the cursor and let the drones fly from right to left on the board.	Пусть объект $ Player $ отслеживает мышь, а дроны летят справа налево на доске.
b221c05d-2096-4ac9-88c6-300b5aed86df			Jeśli mysz będzie naciśnięta i dron będzie kolidował z playerem to dron zniknie z planszy.	If the mouse button is pressed and the drone collides with the player at the same time, the drone will disappear from the board.	Если нажать кнопку мыши и дрон столкнется с игроком одновременно, то дрон исчезнет с игрового поля.
8c739ada-6fe3-4f60-a2c5-07cef69551f2			Niech obiekt typu $Player$ dodaje nowe drony do gry. Posłuży nam do tego pole $counter$ i operacja $modulo$.	Let $ Player $ object be able to add new drones to the game. We will use the $ counter $ field and the $ modulo $ operation.	Пусть $ Player $ добавляет новых дронов в игру. Мы будем использовать поле $ counter $ и операцию $ modulo $.
4274fd0d-ca46-4bd5-baed-b7e4104bb37d			Żeby nie było za łatwo, drony będą też latać lekko w górę i w dół.	To make it not too easy, drones will also fly slightly up and down.	Чтобы сделать это не слишком легко, дроны также будут летать немного вверх и вниз.
46284ed3-fd72-433b-9019-81d5313a8a88			Dodajmy losowy mnożnik do każdego drona dla polepszenia efektu i zwiększenia trudności. Nasza gra jest już skończona.	Let's add a random multiplier to each drone to improve the effect and increase the difficulty. Our game is over.	Давайте добавим случайный множитель к каждому дрону, чтобы улучшить эффект и увеличить сложность. Наша игра окончена.
7720c3b8-5de7-4499-a214-a37b7f5a7f1b			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
34efcfd8-6f18-40fa-99ab-616a3f7b5407			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
d7eea221-daeb-4e33-a770-24f6db5a715e			Stwórzmy klasę $Fish$, którą będzie sterował gracz.	Let's create a $ Fish $ class that will be controlled by the player.	Давайте создадим класс $ Fish $, которым будет управлять игрок.
b17bc97b-4348-46ac-9915-47618661b355			Dodajmy poruszanie się ryby.	Let's add movement ability.	Давайте добавим движение рыбы.
f61d1a66-40ad-439b-afb2-2bd95dc7f0d3			Dopiszmy klasę $Enemy$ i dodajmy $10$ obiektów do planszy.	Let's add class $ Enemy $ and add $ 10 $ objects to the board.	Давайте добавим класс $ Enemy $ и добавим $ 10 $ объектов на доску.
36022379-7884-409d-99d8-56036499b671			Niech przeciwnicy poruszają się po planszy, jeśli znajdą się w odpowiedniej odległości od ryby, zaczną ją śledzić i przyspieszą.	Let the opponents move on the board. If they are at the right distance from the fish, they will follow and accelerate it.	Пусть противники двигаются по доске. Если они находятся на правильном расстоянии от рыбы, они будут следовать и ускорять ее.
346411fa-9303-4efc-bdb8-f8ec76333e99			Dodajmy kolizje przeciwnika z rybą, po której gra się zatrzyma, a ryba zmieni kolor.	Let's add ta collision of the opponent an the fish, after which the game will stop and the fish will change color.	Давайте добавим столкновение противника с рыбой, после чего игра остановится и рыба изменит цвет.
15f9e898-e8a6-4eaa-812e-b74cd2845326			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
601f3ae8-1f70-4d91-8602-db566c48c3ac			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
892b6efa-4a24-45cc-9bd9-c75932433b51			Obiekty klasy $Element$ są losowymi obrazkami o losowym kolorze i losowej pozycji.	Objects of the $ Element $ class are random images with a random color and random position.	Объектами класса $ Element $ являются случайные изображения со случайным цветом и случайным положением.
77292db7-82a9-4813-aa6a-a8c8dcda32fc			Obiektem klasy $Pointer$ będzie poruszał gracz.	The object of the $ Pointer $ class will be moved by the player.	Объект класса $ Pointer $ будет перемещен игроком.
f43e4650-9b02-45ab-b44a-3d10dfc8d8d7			Do klasy $Pointer$ dodajmy śledzenie myszki.	Add mouse tracking to the $ Pointer $ class.	Добавьте отслеживание мыши в класс $ Pointer $.
b296f743-f64c-4c02-84fd-467cb2ed4189			Do klasy $Element$ w metodzie $update$ dodajmy intrukcję $if$, w której sprawdzamy kolizję z $pointerem$ i czy mysz została naciśnięta. Jeśli warunek jest spełniony, element znajdzie się w miejscu $pointera$. Dodajmy jeszcze więcej elementów do planszy.	Add the $ if $ instruction to the $ Element $ class in the $ update $ method, in which we check for collision with the $ pointer $ and whether the mouse button has been pressed. If the condition is met, the element will appear in place of $ pointer $. Let's add even more elements to the board.	Добавьте инструкцию $ if $ в класс $ Element $ в методе $ update $, в котором мы проверяем, нет ли столкновения с $ pointer $ и была ли нажата кнопка мыши. Если условие выполнено, элемент появится вместо $ pointer $. Давайте добавим еще больше элементов на доску.
26ba712f-a6da-4e31-b158-c0ed7728d666			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
6df6c0fb-b132-43f1-8b63-f9b4ee0e2b1a			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
e010c7ea-5a2a-4425-8e22-4fa471ea8057			Stwórzmy klasę $Cat$ oraz zmieńmy jej pola tak, aby obiekt tej klasy wyglądał jak kot.	Let's create the $ Cat $ class and change its fields so that the object of this class looks like a cat.	Давайте создадим класс $ Cat $ и изменим его поля так, чтобы объект этого класса был похож на кошку.
ca625beb-beeb-436d-916b-7b3890c84f2a			Sprawmy, aby nasz kot się ruszał.	Let's make our cat moves.	Давайте заставим нашу кошку двигаться.
ef79661d-4b43-499c-ad26-7f2b3bc13b8e			Dodajmy klasę $Fish$ oraz $20$ obiektów do planszy. Ryby będą w różnych rozmiarach, dlatego przekazujemy parametr do konstruktora.	Let's add class $ Fish $ and $ 20 $ objects of its class to the board. Fish will be in different sizes, which is why we pass the parameter to the constructor.	Добавим на доску класс $ Fish $ и $ 20 $ объектов его класса. Рыбы будут разного размера, поэтому мы передаем этот параметр конструктору.
e5608fa1-c430-4760-8590-242fbfdc20c1			Niech kot zjada tylko te rybki, które są mniejsze lub tej samej wielkości.	Let the cat eat only those fish that are smaller or equal its own class.	Пусть кошка ест только рыбу меньшего или одинакового размера.
58a73352-b07c-44f5-8278-b8600ef59726			Zmieńmy kolor tła. Jeśli kot wpadnie na rybę, która jest większa od niego, kot zmieni kolor i gra się zatrzyma.	Let's change the background color. If the cat catches a fish that is larger than him, the cat will change color and the game will stop.	Давайте изменим цвет фона. Если кошка поймает рыбу, которая больше его, кошка изменит цвет, и игра остановится.
ea6658ca-b6e1-4d83-b440-640984a3e85e			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
75bd9d41-153b-4f33-81b6-aeba689c3415			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
45cd6695-1447-446b-ae10-e44373fb4ba2			Napisz własną grę.	Write your own game.	Напишите свою собственную игру.
ca7943cf-756f-4df6-aec8-02ffa788912f			Program sprawdza, czy podane trzy liczby tworzą ciąg arytmetyczny.	The program checks if the three given numbers form an arithmetic progression.	Программа проверяет, образуют ли три заданных числа арифметическую прогрессию.
48f6e2ca-5956-412f-b964-c1b0af7896d4			Program sprawdza, czy podane trzy liczby tworzą ciąg arytmetyczny. Tym razem musimy użyć $split()$.	The program checks if the given three numbers form an arithmetic progression. This time we have to use $ split () $.	Программа проверяет, образуют ли три заданных числа арифметическую прогрессию. На этот раз мы должны использовать $ split () $.
0a31ff5b-4c11-4818-99a9-8d7e927a269b			Napisz program, który sprawdzi, czy podane ciągi liczbowe są ciągami arytmetycznymi.	Write a program that checks if the given numerical sequences are arithmetic progressions.	Напишите программу, которая проверяет, являются ли заданные числовые последовательности арифметическими прогрессиями.
68c1bc7c-c1d5-4872-8565-0d7a36333acc			Program sprawdzający, czy podany ciąg jest ciągiem arytmetycznym.	The program checks if the given string is an arithmetic progression.	Программа проверяет, является ли данная строка арифметической прогрессией.
fde13c8e-33b0-4909-a488-2fe810022ad3			Napisz program sprawdzający, czy podany ciąg jest ciągiem geometrycznym.	Write a program to check if the given string is a geometric progression.	Напишите программу, чтобы проверить, является ли данная строка геометрической прогрессией.
2658cc06-a073-4823-b6cd-bfaf18dfe157			Wypisz kolejny element podanych ciągów arytmetycznych.	List the next element of the given arithmetic progression.	Перечислите следующий элемент данной арифметической прогрессии.
8c9c3827-a618-4ae2-8485-dc8753d3749d			Jeśli podany ciąg jest ciągiem arytmetycznym, wypisz jego następny element. W przeciwnym razie wypisz $False$.	If the given string is an arithmetic progression, print its next element. Otherwise, print $ False $.	Если данная строка является арифметической прогрессией, выведите ее следующий элемент. В противном случае выведите $ False $.
2f1ed13e-499b-4f60-b480-d722be6b5822			W $input$ podane są trzy liczby. Pierwsza z nich to pierwszy wyraz ciągu. Drugą liczbą jest wartość skoku, a trzecią indeks elementu ciągu, który należy obliczyć i wypisać.	There are three numbers given on the $ input $. The first of these is the first word in the series. The second number is the arithmetic difference, and the third is the index of the string element to be calculated and printed.	Есть три числа, данные на $ input $. Первое из них-это первое слово в серии. Второе число-это арифметическая разница, а третье-индекс строкового элемента, подлежащего вычислению и печати.
9b606c57-2204-4026-baa9-988f61a5d344			Sprawdź czy podane ciągi są ciągami arytmetycznymi i wypisz ich monotoniczność. Jeśli ciąg jest rosnący wypisz $Increasing$, malejący - $Decreasing$, stały - $Constant$, jeśli ciąg nie jest ciągiem arytmetycznym wypisz $False$.	Check if the given progressions are arithmetic ones and list their monotonicity. If the progression is increasing, write $ Increasing $, if decreasing - $ Decreasing $, if constant - $ Constant $, if the progression is not of an arithmetic type, write $ False $.	Проверьте, являются ли данные прогрессии арифметическими, и перечислите их монотонность. Если прогрессия возрастающая, напишите  $ Increasing $, если уменьшается - $ Decreasing $,  если постоянная - $ Constant $ если прогрессия не арифметическая типа запишите значение $ False $.
69330293-ac7b-435d-94be-65d83c8f44b9			Napisz program obliczający sumę pierwszych n wyrazów ciągu arytmetycznego. W $input$ podane są ciągi liczb. Pierwsza liczba jest pierwszym wyrazem ciągu, druga jest wartością skoku, a trzecia liczbą pierwszych wyrazów, których sumę należy obliczyć (czyli n) i wypisać.	Write a program that calculates the sum of the first n words of an arithmetic sequence. In $ input $ there are sequences of numbers. The first number is the first word in the sequence, the second is arithmetic difference, and the third one indicates number of terms that need to added (n).	Напишите программу, которая вычисляет сумму первых n слов арифметической последовательности. В $ input $ есть последовательности чисел. Первое число - это первое слово в последовательности, второе-арифметическая разница, а третье-количество терминов, которые нужно добавить (n).
c2878d8b-275b-43db-8175-ae9971f9695f			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
0ea43028-3458-4efb-9bea-7c31f019e05b			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
df3c3380-9e05-442e-959c-fd9fd85a0a37			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
c7e46273-12b6-40d4-ac56-67ea56202fc5			Za pomocą pętli $while$ możemy wykonywać zestaw instrukcji, o ile spełniony jest warunek.	Using the $ while $ loop, we can execute a set of instructions as long as condition is met.	Используя цикл $ while$, мы можем выполнять набор инструкций до тех пор, пока выполняется условие.
0e3af4da-1288-4f7a-a43f-c24eb23b7265			Wypisz liczby od $20$ do $5$.	Print numbers from $ 20 $ to $ 5 $.	Напечатайте числа от $ 20 $ до $ 5 $.
334f235a-2c81-4cbc-8f75-e026b0fee763			Wypisz osiem razy $PixBlocks$ za pomocą pętli $while$.	Print $ PixBlocks $ eight times with a $ while $ loop.	Напечатайте $ PixBlocks $ восемь раз с циклом $ while $.
5c6ec75a-bd76-4080-91d1-c167893c41ff			Znajdź największą potęgę dwójki mniejszą niż podana liczba.	Find the greatest power of $2$ that is smaller than the number given.	Найдите наибольшую степень $2$, которая меньше заданного числа.
ac8008a0-4541-4cfe-8e09-074badc71aab			Możemy wyjść z pętli $while$ za pomocą $break$.	We can exit the $ while $ loop with $ break $.	Мы можем выйти из цикла $ while $ с помощью $ break $.
88159fa4-9ce4-49fc-ac65-c3f0050e0b86			Za pomocą instrukcji $continue$ możemy zatrzymać bieżącą iterację i przejść do następnej.	Using the $ continue $ statement we can stop the current iteration and move to the next one.	Используя оператор $ continue $, мы можем остановить текущую итерацию и перейти к следующей.
ec6bff7d-7a5c-423e-a455-8335706b6a0e			Wypisz liczby od $1$ do $100$ pomijajac liczbę $30$ i $45$.	Print numbers from $ 1 $ to $ 100 $ excluding the $ 30 $ and $ 45 $.	Напечатайте числа от $ 1 $ до $ 100 $ без учета $ 30 $ и $ 45 $.
6ac6d8c2-4f63-4918-a6ea-cc7c8245ecba			Za pomocą instrukcji $else$ możemy uruchomić blok kodu, gdy warunek przestaje być spełniany.	Using the $ else $ statement, we can run a block of code in case the condition is no longer met.	Используя оператор $ else$, мы можем запустить блок кода в случае, если условие больше не выполняется.
62c15a31-491d-4328-9a56-0594b8dfc780			Zauważ, że po wykonaniu instrukcji $break$, instrukcja $else$ się nie wykona.	Note that after executing the $ break $ statement, the $ else $ statement will not execute.	Обратите внимание, что после выполнения оператора $ break $ оператор $ else $ не будет выполнен.
a98302f9-2892-4db2-a50b-a494963f9613			Napisz program, który sprawdzi, czy element numer jeden z $input$ się powtarza. Jeśli to nastąpi wypisze indeks tylko pierwszej takiej powtórki, w przeciwnym razie wypisze $'Not found'$.	Write a program that checks if first element of $ input $ repeats elsewhere. If this happens, it will print the index of the first element that is the same, otherwise it will print $ 'Not found' $.	Напишите программу, которая проверяет, повторяется ли первый элемент $ input $ в другом месте. Если это произойдет, он выведет индекс первого элемента, который является тем же самым, в противном случае он выведет $ 'Not found' $.
fc129f11-7d17-43e9-a816-ac5188589b95			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
4f21fa7e-710c-4817-ac20-480a92b10c15			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
3e140d56-7cbe-4998-91be-27fe66ae684c			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
